id;% ??;PREZZO LISTINO 2008;PREZZO LISTINO 2009;LISTINO 2010;% ??;LISTINO 2011;% ??;LISTINO 2012;IMMAGINE;TIPO MATERIALE O TESSUTO;BARCODE;NS. ART.;DESCRIZIONE;CODICE FORNITORE;DESCRIZIONE IN INGLESE;COLOUR ;FABRIC - GLASS;DIMENSIONI ARTICOLO Cm.;VOLUME IMBALLO m³;PZ. IMB.;DIMENSIONI IMBALLO Cm.;COSTO FOB 2012 USD;COSTO FOB 2012 EUR; CALCOLO 30 CBM ; CALCOLO 68 CBM ;Q.tà per container;;Trasp.;DAZI USD;PREZZO LISTINO 2011 DA ARROT.;COSTO EUR TRASPORTO COMPRESO 2011;PESO ART. Kg.;PESO IMBALLO Kg.;FORNITORE;COSTO FOB 2008 USD;COSTO FOB 2009 USD;COSTO FOB 2009 EUR;COSTO FOB 2010 USD;COSTO FOB 2010 EUR;a;b;c
402;;;;455,5;;481,8;-0,12;482,4;;;;45111;OMBRELLONE PONENTE 3x3 m;;" MARKET UMBRELLA 3M x 3M :
Shape : Square
Dimensions : 3m x 3m
Pole : Main pole one piece diameter 48mm, colour powder coating # 812
Ribs : 8 ribs 18mm x 28mm steel galvanized with colour powder coating # 812 , provide with EASYWIND® system.
Base include in the price : cross steel galvanized powder coating # 812 colour dimensions 88cm x 88cm for current tiles 40 x 40 x 3cm.
Open and close : by crank and gears in alloy, polyester rope 160kg and pulley.
Cover : 240G SPUN poly fabric with airvent
- PU water proof coating
- Colour VIOLA
- With ties on the cover. Stainless steel hardware
Carton : 5 layer extra strong export brown carton with 3 colour labels.
 ";;240G SPUN poly fabric ;3x3;;1;;110;84,49;;#DIV/0!;517;;11,61;6,6;482,41;96,1;;;YADA;;;;105;79,71;;;OMBRELLONE
403;;;;523,3;;553,8;3,73;533,9;;;;45130;OMBRELLONE MAESTRALE DIAM.  3.3 M;;"CANTILEVER UMBRELLA DIAM. 3M30 
Shape : Round
Dimensions : Diameter 3m30
Pole : Main pole one piece diameter 69mm steel galvanized, cantilever pole 54mm in aluminium, colour powder coating # 812 Ribs : 8 ribs 18mm x 28mm aluminium and steel galvanized with colour powder coating # 812, provide with EASYWIND® system.
Base include in the price : cross steel galvanized coating powder coating # 812, dimensions 108cm x 108cm for current tiles 50 x 50 x 5cm.
Open and close : by crank and gears in alloy, polyester rope 160kg and pulley. Shade cover adjustable to 360° on the horizontal sideways by for manuals positions.
Cover : with airvent
- 240G SPUN poly fabric PU water proof coating
- Colour ecru
- With ties on the cover. Stainless steel hardware
Carton : 5 layer extra strong export brown carton with 3 colour labels.";;240G SPUN poly fabric;DIAM.  3.3 M;0,154;1;45X17X202;120,5;92,56;;442;435;;13,79;7,23;533,88;106,35;;;YADA;;;;120;90,88;;;OMBRELLONE
404;;;;;;65,3;-7,9;70,9;;;;46095;OMBRELLONE IDRO CM 220X220, DIAM.  MM. 38/35 COLOR ECRU' ;B026 2,2x2,2;"Aluminum umbrella
Alum pole 38/35mm
4 Steel ribs 12x18mm
180g polyester with airvent
No Valance, No Tilt, No Crank";603 BEIGE;;2.2x2.2m;0,03;1;170x13.5x13.5;15,6;11,98;;2.267;2195;;2,73;0,94;70,93;14,72;;;YADA;;;;;;;;OMBRELLONE
405;;;;;;65,3;-7,9;70,9;;;;46096;OMBRELLONE IDRO CM 220X220, DIAM.  MM. 38/35 COLOR VERDE ;B026 2,2x2,2;"Aluminum umbrella
Alum pole 38/35mm
4 Steel ribs 12x18mm
180g polyester with airvent
No Valance, No Tilt, No Crank";627 GREEN;;2.2x2.2m;0,03;1;170x13.5x13.5;15,6;11,98;;2.267;2195;;2,73;0,94;70,93;14,72;;;YADA;;;;;;;;OMBRELLONE
406;;;;;;65,3;-7,9;70,9;;;;46097;OMBRELLONE IDRO CM 220X220, DIAM.  MM. 38/35 COLOR BORDEAUX ;B026 2,2x2,2;"Aluminum umbrella
Alum pole 38/35mm
4 Steel ribs 12x18mm
180g polyester with airvent
No Valance, No Tilt, No Crank";617 BORDEAUX;;2.2x2.2m;0,03;1;170x13.5x13.5;15,6;11,98;;2.267;2195;;2,73;0,94;70,93;14,72;;;YADA;;;;;;;;OMBRELLONE
407;;;;;;664,1;-2,81;683,3;;;;46180;OMBRELLONE MAGGIORE CM 400X400, DIAM.  MM. 80/72 COLOR ECRU' ;L007 4x4;"Alum Umbrella
Alum pole 80x72mm
8 Alum ribs 22x35mm
300G PU coated Polyester with Airvent & Valance
With crank system
Steel crossbase";300G PU coated polyester with Airvent & Valance;;4x4M;0,301;1;346x30x29;150;115,22;;226;226;;26,55;9;683,31;141,77;;;YADA;;;;;;;;OMBRELLONE
408;6,75;;146,7;146,7;-6,32;156,6;-0,19;156,9;;;;46116;OMBRELLONE BOLSENA DIAM.  CM. 270 COLOR ECRU';;"2.7MX8R WOODEN MARKET UMBRELLA 
8 RIBS IN SIZE OF 17X22X(1370+665)MM
2PCS POLE IN SIZE OF DIA38X(1480+915)MM
SCREW IN ALUM. CONNECTOR.METAL TO METAL TYPE, BRASS PLATED
W/ SINGLE PULLY SYSTEM 
WOOD MAERIAL: NYATOH WOOD
WOOD FINISH:IN OIL FINISH
W/WOODEN HUB&RUNNER:DIA110MM
W/PLASTIC FINIAL:DIA65MM 
W/RING UNDER THE RUNNER
W/8PCS DECORATION LEATHER POCKET ON THE TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/WATER REPELLENT";ECRU';NATURA COLOR;CM 270;0,04;1;160X16X16;37,1;28,5;;1.700;1700;;3,53;2,23;156,93;32,03;;;PCA;;;25,16;34,3;26,09;;;OMBRELLONE
409;0,55;;126,9;126,9;-0,55;127,6;0,55;126,9;;;;46118;OMBRELLONE BOLSENA CM. 200X200 COLOR ECRU';;"2X2M WOODEN MARKET UMBRELLA 
4RIBS IN SIZE OF 17X22X(1430+600)MM
2PCS POLE IN SIZE OF DIA38X(1480+915)MM
SCREW IN ALUM. CONNECTOR, METAL TO METAL TYPE, BRASS PLATED
W/SINGLE PULLY SYSTEM 
WOOD MAERIAL: NYATOH WOOD
WOOD FINISH: IN OIL FINISH
W/WOODEN HUB&RUNNER:DIA110MM
W/PLASTIC FINIAL:DIA65MM 
W/RING UNDER THE RUNNER
W/4PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/8PCS WRAPPING ON RIBS
W/4PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/WATER REPELLENT ";ECRU';NATURAL COLOR;cm 200x200;0,04;1;160X16X16;29,13;22,38;;1.700;1700;;3,53;1,75;126,93;25,9;;;PCA;;;21,29;26,95;20,5;;;OMBRELLONE
410;0,5;178,6;179;179;-0,5;179,9;0,11;179,7;;270 GR. ECRU';;46120;OMBRELLONE BOLSENA DIAM.  CM. 300 COLOR ECRU' ;;"3.0MX8R WOODEN MARKET UMBRELLA 
8 RIBS IN SIZE OF 17X22X(1500+665)MM
2PCS POLE IN SIZE OF DIA48X(1500+1000)MM
SCREW IN ALUM. CONNECTOR.METAL TO METAL TYPE, BRASS PLATED
W/DOUBLE PULLY SYSTEM 
WOOD MAERIAL: NYATOH WOOD
WOOD FINISH:IN OIL FINISH
W/WOODEN HUB&RUNNER:DIA120MM
W/PLASTIC FINIAL:DIA80MM 
W/RING UNDER THE RUNNER
W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT 
";ECRU';NATIRAL COLOR;diam.  300 cm;0,053;1;165X17X19;41,37;31,78;;1.273;1226;;4,89;2,48;179,69;36,67;11,5;12,3;PCA;40,3;;30,22;38,22;29,07;;;OMBRELLONE
411;0,5;178,6;179;179;-0,5;179,9;0,11;179,7;; 270 GR. VERDE;;46121;OMBRELLONE BOLSENA DIAM.  CM. 300 COLOR VERDE;;"3.0MX8R WOODEN MARKET UMBRELLA 
8 RIBS IN SIZE OF 17X22X(1500+665)MM
2PCS POLE IN SIZE OF DIA48X(1500+1000)MM
SCREW IN ALUM. CONNECTOR.METAL TO METAL TYPE, BRASS PLATED
W/DOUBLE PULLY SYSTEM 
WOOD MAERIAL: NYATOH WOOD
WOOD FINISH:IN OIL FINISH
W/WOODEN HUB&RUNNER:DIA120MM
W/PLASTIC FINIAL:DIA80MM 
W/RING UNDER THE RUNNER
W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ";VERDE SCURO;GREEN;diam.  300 cm;0,053;1;165X17X19;41,37;31,78;;1.273;1226;;4,89;2,48;179,69;36,67;11,5;12,3;PCA;40,3;;30,22;38,22;29,07;;;OMBRELLONE
412;0;183,3;186,7;186,7;0;186,7;1,91;183,2;; 270 GR. ECRU';;46124;OMBRELLONE BOLSENA CM. 200X300 COLOR ECRU';;"2X3M WOODEN MARKET UMBRELLA W/FLAP
6RIBS IN SIZE OF 17X22X(1770+640+1000+610)MM
2PCS POLE IN SIZE OF DIA48X(1500+1000)MM
SCREW IN ALUM. CONNECTOR, METAL TO METAL TYPE, BRASS PLATED
W/DOUBLE PULLY SYSTEM 
WOOD MAERIAL: NYATOH WOOD
WOOD FINISH: IN OIL FINISH
W/WOODEN HUB&RUNNER:DIA120MM
W/PLASTIC FINIAL:DIA80MM 
W/RING UNDER THE RUNNER
W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT 
";ECRU';NATURAL COLOR;200x300 cm;0,059;1;181x18x18 cm;42,39;32,56;;1.160;1101;;5,45;2,54;183,21;38,01;12;13,5;PCA;43,06;;31,74;39,2;29,82;;;OMBRELLONE
413;0;183,3;186,7;186,7;0;186,7;1,91;183,2;; 270 GR. VERDE;;46125;OMBRELLONE BOLSENA CM. 200X300 COLOR VERDE;;"2X3M WOODEN MARKET UMBRELLA W/FLAP
6RIBS IN SIZE OF 17X22X(1770+640+1000+610)MM
2PCS POLE IN SIZE OF DIA48X(1500+1000)MM
SCREW IN ALUM. CONNECTOR, METAL TO METAL TYPE, BRASS PLATED
W/DOUBLE PULLY SYSTEM 
WOOD MAERIAL: NYATOH WOOD
WOOD FINISH: IN OIL FINISH
W/WOODEN HUB&RUNNER:DIA120MM
W/PLASTIC FINIAL:DIA80MM 
W/RING UNDER THE RUNNER
W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT 
";VERDE SCURO;GREEN;200x300 cm;0,059;1;181x18x18 ;42,39;32,56;;1.160;1101;;5,45;2,54;183,21;38,01;12;13,5;PCA;43,06;;31,74;39,2;29,82;;;OMBRELLONE
414;8,23;246,8;252,8;252,8;-7,6;273,6;0,85;271,3;; 270 GR. ECRU';;46126;OMBRELLONE BOLSENA CM. 300X300 COLOR ECRU';;"3X3M WOODEN MARKET UMBRELLA W/FLAP
8RIBS IN SIZE OF 20X28X(2090+750+1497+723)MM
1PC POLE IN SIZE OF DIA48X2700MM
W/DOUBLE PULLY SYSTEM 
WOOD MATERIAL: NYATOH WOOD
WOOD FINISH: IN OIL FINISH
W/WOODEN HUB & RUNNER: DIA130MM
W/PLASTIC FINIAL: DIA80MM
W/RING UNDER THE RUNNER
W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT 
";ECRU';NATURAL COLOR;300x300 cm;0,112;1;280X20X20;60,41;46,4;;607;607;;9,88;3,62;271,3;56,29;20;20,5;PCA;54,22;;40,7;55,86;42,49;;;OMBRELLONE
415;8,23;246,8;252,8;252,8;-7,6;273,6;0,85;271,3;;270 GR. VERDE;;46127;OMBRELLONE BOLSENA CM. 300X300 COLOR VERDE;;"3X3M WOODEN MARKET UMBRELLA W/FLAP
8RIBS IN SIZE OF 20X28X(2090+750+1497+723)MM
1PC POLE IN SIZE OF DIA48X2700MM
W/DOUBLE PULLY SYSTEM 
WOOD MATERIAL: NYATOH WOOD
WOOD FINISH: IN OIL FINISH
W/WOODEN HUB & RUNNER: DIA130MM
W/PLASTIC FINIAL: DIA80MM
W/RING UNDER THE RUNNER
W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT
";VERDE SCURO;GREEN;300x300 cm;0,112;1;280X20X20;60,41;46,4;;607;607;;9,88;3,62;271,3;56,29;20;20,5;PCA;54,22;;40,7;55,86;42,49;;;OMBRELLONE
416;8,72;276,9;279,8;279,8;-8,02;304,2;0,5;302,7;;270 GR. ECRU';;46128;OMBRELLONE BOLSENA CM. 300X400 COLOR ECRU';;"3X4M WOODEN MARKET UMBRELLA W/FLAP
8RIBS IN SIZE OF 20X28X(2460+940+2000+920+1525+900)MM
1PC POLE IN SIZE OF DIA48X2700MM
WOOD MATERIAL: NYATOH WOOD
WOOD FINISH:IN OIL FINISH
W/WOODEN HUB & RUNNER: DIA130MM
W/PLASTIC FINIAL: DIA80MM
W/RING UNDER THE RUNNER
W/DOUBLE PULLY SYSTEM 
W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT 
 ";ECRU';NATURAL COLOR;300x400 cm;0,112;1;280X20X20;68,9;52,92;;607;607;;9,88;4,13;302,73;62,81;19,8;22,6;PCA;62,47;;46,05;63,7;48,45;;;OMBRELLONE
417;8,72;276,9;279,8;279,8;-8,02;304,2;0,5;302,7;; 270 GR. VERDE;;46129;OMBRELLONE BOLSENA CM. 300X400 COLOR VERDE;;"3X4M WOODEN MARKET UMBRELLA W/FLAP
8RIBS IN SIZE OF 20X28X(2460+940+2000+920+1525+900)MM
1PC POLE IN SIZE OF DIA48X2700MM
WOOD MATERIAL: NYATOH WOOD
WOOD FINISH:IN OIL FINISH
W/WOODEN HUB & RUNNER: DIA130MM
W/PLASTIC FINIAL: DIA80MM
W/RING UNDER THE RUNNER
W/DOUBLE PULLY SYSTEM 
W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER
W/16PCS WRAPPING ON RIBS
W/8PCS “L” CLIP AT THE END OF RIBS
COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT 
";VERDE SCURO;GREEN;300x400 cm;0,112;1;280X20X20;68,9;52,92;;607;607;;9,88;4,13;302,73;62,81;19,8;22,6;PCA;62,47;;46,05;63,7;48,45;;;OMBRELLONE
418;4,87;674,8;709;709;-4,64;743,5;-2,03;758,9;; 310 GR. ECRU';;46140;OMBRELLONE BRACCIANO CM. DIAM.  300 COLOR ECRU';;"3M THREE TIER COMMERCIAL USE TEAK WOOD MARKET UMBRELLA W/ROTATING TILT SYSEM
8RIBS IN SIZE OF 20x30x(1500+665)MM
1PC POLE IN SIZE OF DIA48X(615+805+1000)MM
SCREW IN LONG S/S CONNECTOR IN DIM COLOR
WOOD MATERIAL: TEAK WOOD
WOOD FINISH: SANDING ONLY
W/WOODEN HUB & RUNNER: DIA110MM
W/WOODEN FINIAL: DIA80MM 
W/DOUBLE PULLY SYSTEM(DELUXE)
W/16PCS “U” SHAPE BRACKETS ON HUB & RUNNER
W/1PC S/S PIN & CHAIN
W/24PCS SLEEVE ON LONG/SHORT RIBS IN S/S COLOR
W/8PCS S/S RIVETS ON LONG/SHORT RIBS
W/16PCS S/S RIVETS ON HUB & RUNNER
W/8PCS SOCKET ON RIB END
W/8PCS LEATHER PATCHES ON COVER
W/LEATHER ROPE HOLDER
W/ALUM. BOTTOM PROTECTOR IN S/S COLOR
COVER:310g/m2 SUNPOLY W/GENERIC WATER REPELLENT
REMARK: ALL HARDWARE IN S/S DIM COLOR
THE COVER & FRAME WILL BE PACKED IN SEPARATE CARTON
";ECRU';NATURAL COLOR;diam.  300 cm;0,118;1;167X25X25 45X32X10;191,43;147,04;;576;576;;10,42;11,49;758,94;157,46;;??;PCA;172,46;;131,6;177;134,63;;;OMBRELLONE
419;2,04;630,9;666,4;666,4;-2;680;-5,92;722,8;; 310 GR. ECRU';;46144;OMBRELLONE BRACCIANO CM. 200X300 COLOR ECRU';;"2X3M THREE TIER COMMERCIAL USE TEAK WOOD MARKET UMBRELLA 
6RIBS IN SIZE OF 20X35X(1770+640+1000+610)MM
1PC POLE IN SIZE OF DIA48X2500MM
WOOD MATERIAL: TEAK WOOD
WOOD FINISH: SANDING ONLY
W/TEAK WOOD HUB & RUNNER: DIA110MM
W/TEAK WOOD FINIAL IN DOME SHAPE: DIA80MM IN DOME SHAPE
W/DOUBLE PULLY SYSTEM(DELUXE)
W/12PCS “U” SHAPE BRACKETS ON HUB & RUNNER
W/1PC S/S PIN & CHAIN
W/18PCS SLEEVE ON LONG/SHORT RIBS IN S/S COLOR
W/ 6PCS S/S RIVETS ON LONG/SHORT RIBS
W/12PCS S/S RIVETS ON HUB & RUNNER
W/6PCS SOCKET ON RIB END
W/6PCS LEATHER PATCHES ON COVER
W/LEATHER ROPE HOLDER
W/ALUM. BOTTOM PROTECTOR IN S/S COLOR
COVER:310g/m² SPUNPOLY W/GENERIC WATER REPELLENT 
REMARK: ALL HARDWARE IN S/S DIM COLOR
THE COVER & FRAME WILL BE PACKED IN SEPARATE CARTON
";;;200x300 cm;0,192;1;262x26x26 40x30x13;171,95;132,08;;354;354;;16,95;10,32;722,78;149,03;;??;PCA;153,21;;121,93;159;120,94;;;OMBRELLONE
420;8,61;786,9;830,9;;-100;902,4;-2,85;928,9;; 310 GR. ECRU';;46146;OMBRELLONE BRACCIANO CM. 300X300 COLOR ECRU';;"3X3M THREE TIER COMMERCIAL USE TEAK WOOD MARKET UMBRELLA 
8RIBS IN SIZE OF 20X35X(2090+750+1497+723)MM
1PC POLE IN SIZE OF DIA48X2700MM
WOOD MATERIAL: TEAK WOOD
WOOD FINISH:SANDING ONLY
W/TEAK WOOD HUB & RUNNER: DIA110MM
W/TEAK WOOD FINIAL IN DOME SHAPE: DIA80MM IN DOME SHAPE
W/DOUBLE PULLY SYSTEM
W/16PCS “U” SHAPE BRACKETS ON HUB & RUNNER
W/1PC S/S PIN & CHAIN
W/24PCS SLEEVE ON LONG/SHORT RIBS IN S/S COLOR
W/8PCS S/S RIVETS ON LONG/SHORT RIBS
W/16PCS S/S RIVETS ON HUB & RUNNER
W/8PCS SOCKET ON RIB END
W/8PCS LEATHER PATCHES ON COVER
W/LEATHER ROPE HOLDER
W/ALUM. BOTTOM PROTECTOR IN S/S COLOR
COVER:310g/m² SPUNPOLY W/GENERIC WATER REPELLENT
REMARK: ALL HARDWARE IN S/S DIM COLOR
THE COVER & FRAME WILL BE PACKED IN SEPARATE CARTON
";;;300x300 cm;0,21;1;280x26x26 48x32x14;221,7;170,29;;324;324;;18,52;13,3;928,94;188,81;;??;PCA;194,38;;147,1;205;155,93;;;OMBRELLONE
421;4,01;965,8;1018,5;1018,5;-3,85;1059,3;-1,94;1080,3;; 310 GR. ECRU';;46148;OMBRELLONE BRACCIANO CM. 300X400 COLOR ECRU';;"3X4M THREE TIER COMMERCIAL USE TEAK WOOD MARKET UMBRELLA 
8RIBS IN SIZE OF 20X40X(2460+940+2000+920+1525+900))MM
1PC POLE IN SIZE OF DIA58X2700MM
WOOD MATERIAL:TEAK WOOD
WOOD FINISH:SANDING ONLY
W/TEAK WOOD HUB & RUNNER: DIA120MM
W/TEAK WOOD FINIAL IN DOME SHAPE: DIA80MM IN DOME SHAPE
W/16PCS “U” SHAPE BRACKETS ON HUB & RUNNER
W/1PC S/S PIN & CHAIN
W/24PCS SLEEVE ON LONG/SHORT RIBS IN S/S COLOR
W/8PCS S/S RIVETS ON LONG/SHORT RIBS
W/16PCS S/S RIVETS ON HUB & RUNNER
W/8PCS SOCKET ON RIB END
W/8PCS LEATHER PATCHES ON COVER
W/LEATHER ROPE HOLDER
W/ALUM. BOTTOM PROTECTOR IN S/S COLOR
COVER:310g/m² SPUNPOLY W/GENERIC WATER REPELLENT 

REMARK: ALL HARDWARE IN S/S DIM COLOR
THE COVER & FRAME WILL BE PACKED IN SEPARATE CARTON
";ECRU';NATURAL COLOR;300x400 cm;0,229;1;280x27x27 39x46x14;259,56;199,37;;297;297;;20,2;15,57;1080,31;219,57;;??;PCA;241,55;;180,65;240;182,55;;;OMBRELLONE
422;;;;;;;;539,7;;;;46165;OMBRELLONE VICO CM 300X300 COLO9R ECRU';PCA-ARAPC-3030;"3X3MX8R ALUMINIUM COMMERCIAL USE UMBRELLA
REINFORCED RIBS
8RIBS IN SIZE OF 20X30X(2090+750+1497+723)MM
1PC ALUM POLE IN SIZE OF DIA48X2700MM
THICKNESS: 1.8MM
ALUM.FINISH: OXIDATION TREATMENT (SATIN FINISH MATT S/S COLOR)
W/DOUBLE S/S PULLY SYSTEM
W/1PC S/S PIN CHAIN W/16PCS S/S “U’SHAPE BRACKETS ON HUN& RUNNER
W/8PCS S/S RIVETS ON “U” SHAPR BRACKETS
W/WOODEN HUB & RUNNER: DIA110MM
W/FULL ALUM. PROTECTOR ON HUB & RUNNER
W/8PCS LEATHER PATCHES ON COVER
W/LEATHER ROPE HOLDER
 COVER: 310G/M2 SPUNPOLY W/WATER REPELLENT IN NATURAL COLOR
COVER WITH BAND IN BLACK COLOR
REMEAK: ALL THE HARDWARE IS IN S/S DIM COLOR.";;;;0,134;1;278X22X22;130;99,86;;507;495;;12,12;7,8;539,73;111,98;;;;;;;;;;;OMBRELLONE
423;;;;;;624,8;;632,1;;;;46170;OMBRELLONE VICO CM. 300X 400, DIAM.  MM. 48 COLOR ECRU;PCA-ARAPC-3040;"3X4MX8R ALUMINIUM COMMERCIAL USE UMBRELLA 
8RIBS IN SIZE OF 20X30X(2460+2000+1525+940+920+900)MM
1PC ALUM POLE IN SIZE OF DIA48X2700MM
THICKNESS: 1.8MM
ALUM.FINISH: OXIDATION TREATMENT (SATIN FINISH MATT S/S COLOR)
W/DOUBLE S/S PULLY SYSTEM
W/1PC S/S PIN CHAIN
W/16PCS S/S “U’SHAPE BRACKETS ON HUN& RUNNER
W/8PCS S/S RIVETS ON “U” SHAPR BRACKETS
W/WOODEN HUB & RUNNER: DIA110MM
W/FULL ALUM. PROTECTOR ON HUB & RUNNER
W/8PCS LEATHER PATCHES ON COVER
W/LEATHER ROPE HOLDER
COVER: 310G/M2 SPUNPOLY W/GENERIC WATER REPELLENT
REMEAK: ALL THE HARDWARE IS IN S/S DIM COLOR.";310 GR/M2 SPUNPOLY;;3X4M SQUARE;0,148;1;280X23X23;153,7;118,06;;459;459;;13,07;9,22;632,05;131,13;;;PCA;;;;;;;;OMBRELLONE
424;8,08;1289;1613,3;1743,6;0;1743,6;-2,34;1785,4;; 310 GR. ECRU';;46240;OMBRELLONE TRASIMENO CM. 300X300 C OLOR ECRU';;"3X3M THREE TIRED COMMERCIAL USE WOODEN FREE POLE UMBRELLA (WITHOUT FLAP)
W/360ºROTATING MECHANISM
W/HANDLE AUTO LOCKED CARNK MECHNISM 
8RIBS IN SIZE OF 20X35X(2090+750+1497+723)MM
2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM
WOOD MATERIAL:NYATOH WOOD
WOOD FINISH:OIL FINISH
W/WOODEN HUB&RUNNER:DIA110MM
W/ALUM. PROTECTOR ON HUB & RUNNER
W/16PCS “U” SHAPE BRACKETS ON HUB & RUNNER
W/8PCS S/S RIVETS ON LONG/SHORT RIBS
W/16PCS S/S RIVETS ON HUB & RUNNER
W/8PCS S/S WRAPPING ON LONG RIBS
W/24PCS SLEEVE ON SHORT RIBS
W/8PCS SOCKETS ON RIBS END
W./SAFETY CHAIN
COVER:310g/m2 SPUNPOLY W/GENERIC WATER REPELLENT 
PACKING:CARTON FOR UMBRELLA:
REMARK: ALL THE HARDWARE IS IN S/S DIM COLOR, INCLUDING THE POLE CONNECTOR AND CROSS BASE. STAINLESS STEEL #304
cross base size 90X12XH8.3CM";ECRU';NATURAL COLOR cross base size 90X12XH8.3CM;300x300 cm;0,331;1 pezzo x 2 scatole;240x26x26 cm 242x35x20 cm;459,63;353,05;;205;205;;29,27;27,58;1785,42;382,32;;??;PCA;310,7;;308,62;465;351,84;;;OMBRELLONE
425;9,15;1359,9;1670,8;1823,7;0;1823,7;-2,2;1864,7;; 310 GR. ECRU';;46244;OMBRELLONE TRASIMENO CM. 300X400 COLORE CRU';;"3X4M THREE TIERED COMMERCIAL USE WOODEN FREE POLE UMBRELLA (WITHOUT FLAP)
W/360ºROTATING MECHANISM
W/HANDLE QUTO LOCKED CARNK MECHNISM 
8RIBS IN SIZE OF 20X35X(2460+940+2000+920+1525+900)MM
2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM
WOOD MATERIAL:NYATOH WOOD
WOOD FINISH:OIL FINISH
WOODEN HUB & RUNNER:DIA110MM
W/ALUM. PROTECTOR ON HUB & RUNNER
W/16PCS “U” SHAPE BRACKETS ON HUB & RUNNER
W/8PCS S/S RIVETS ON LONG/SHORT RIBS
W/16PCS S/S RIVETS ON HUB & RUNNER
W/8PCS S/S WRAPPING ON LONG RIBS
W/24PCS SLEEVE ON SHORT RIBS
W/8PCS SOCKETS ON RIBS END
W./SAFETY CHAIN
COVER:310g/m2 SPUNPOLY W/GENERIC WATER REPELLENT 
PACKING:CARTON FOR UMBRELLA:
REMARK: ALL THE HARDWARE IS IN S/S DIM COLOR, INCLUDING THE POLE CONNECTOR AND CROSS BASE. STAINLESS STEEL #304
cross base size 90X12XH8.3CM";ECRU'; NATURAL COLOR cross base size 90X12XH8.3CM;300x400 cm;0,342;1 pezzo x 2 scatole;243x34x19 cm 274x26x26 cm;475,86;365,52;;199;203;;29,56;28,55;1864,74;395,07;;??;PCA;327,63;;315,15;480;363,25;;;OMBRELLONE
426;3,37;707;757,7;757,7;-3,26;783,2;-0,22;784,9;; 270 GR. ECRU';;46233;OMBRELLONE AVERNO CM. 300X300 COLOR ECRU';;"3X3M WOODEN FREE POLE UMBRELLA W/FLAP
W/360ºROTATING MECHANISM
W/HANDLE AUTO LOCKED CARNK MECHNISM 
8RIBS IN SIZE OF 20X35X(2090+750+1497+723)MM
2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM
WOOD MATERIAL:NYATOH WOOD
WOOD FINISH:IN OIL FINISH
W/WOODEN HUB&RUNNER:DIA140MM
COVER:270G/M2 POLYESTER W/GENERIC WATER REPELLENT 
PACKING:CARTON FOR UMBRELLA:
REMARK: POLE CONNECTOR & CROSS BASE ARE IN STEEL IN POWDER COATING.
cross base size 90X12XH8.3CM COVER WITH BAND IN BLACK COLOR";ECRU';NATURAL COLOR cross base size 90X12XH8.3CM;300x300 cm;0,273;1 pezzo x 2 scatole;242x22x22 cm 242x34x19 cm;210,89;161,99;;249;250;;24;12,65;784,87;185,99;13,5 48;14,9 49;PCA;183,75;;150;195;148,32;;;OMBRELLONE
